,AAPL (NASD),,,,
Date,Open,High,Low,Close,Volume
12/23/2025,270.84,272.5,269.56,272.36,"29,641,999"
12/22/2025,272.86,273.88,270.51,270.97,"36,571,827"
12/19/2025,272.15,274.6,269.9,273.67,"144,632,048"
12/18/2025,273.61,273.63,266.95,272.19,"51,630,721"
12/17/2025,275.01,276.16,271.64,271.84,"50,138,743"
12/16/2025,272.82,275.5,271.79,274.61,"37,648,628"
12/15/2025,280.15,280.15,272.84,274.11,"50,409,078"
12/12/2025,277.9,279.22,276.82,278.28,"39,532,887"
12/11/2025,279.1,279.59,273.81,278.03,"33,247,986"
12/10/2025,277.75,279.75,276.44,278.78,"33,038,318"
12/9/2025,278.16,280.03,276.92,277.18,"32,193,256"
12/8/2025,278.13,279.67,276.15,277.89,"38,211,832"
12/5/2025,280.54,281.14,278.05,278.78,"47,265,845"
12/4/2025,284.1,284.73,278.59,280.7,"43,989,056"
12/3/2025,286.2,288.62,283.3,284.15,"43,538,687"
12/2/2025,283,287.4,282.63,286.19,"53,669,532"
12/1/2025,278.01,283.42,276.14,283.1,"46,587,722"
11/28/2025,277.26,279,275.99,278.85,"20,135,620"
11/26/2025,276.96,279.53,276.63,277.55,"33,431,423"
11/25/2025,275.27,280.38,275.25,276.97,"46,914,220"
11/24/2025,270.9,277,270.9,275.92,"65,585,796"
11/21/2025,265.95,273.33,265.67,271.49,"59,030,832"
11/20/2025,270.83,275.43,265.92,266.25,"45,823,568"
11/19/2025,265.53,272.21,265.5,268.56,"40,424,492"
11/18/2025,269.99,270.71,265.32,267.44,"45,677,278"
11/17/2025,268.82,270.49,265.73,267.46,"45,018,260"
11/14/2025,271.05,275.96,269.6,272.41,"47,431,331"
11/13/2025,274.11,276.7,272.09,272.95,"49,602,794"
11/12/2025,275,275.73,271.7,273.47,"48,397,982"
11/11/2025,269.81,275.91,269.8,275.25,"46,208,318"
11/10/2025,268.96,273.73,267.46,269.43,"41,312,412"
11/7/2025,269.8,272.29,266.77,268.47,"48,227,365"
11/6/2025,267.89,273.4,267.89,269.77,"51,204,045"
11/5/2025,268.61,271.7,266.93,270.14,"43,683,072"
11/4/2025,268.33,271.49,267.62,270.04,"49,274,846"
11/3/2025,270.42,270.85,266.25,269.05,"50,194,583"
10/31/2025,276.99,277.32,269.16,270.37,"86,167,123"
10/30/2025,271.99,274.14,268.48,271.4,"69,886,534"
10/29/2025,269.28,271.41,267.11,269.7,"51,086,742"
10/28/2025,268.99,269.89,268.15,269,"41,534,759"
10/27/2025,264.88,269.12,264.65,268.81,"44,888,152"
10/24/2025,261.19,264.13,259.18,262.82,"38,253,717"
10/23/2025,259.94,260.62,258.01,259.58,"32,754,941"
10/22/2025,262.65,262.85,255.43,258.45,"45,015,254"
10/21/2025,261.88,265.29,261.83,262.77,"46,695,948"
10/20/2025,255.89,264.38,255.63,262.24,"90,483,029"
10/17/2025,248.02,253.38,247.27,252.29,"49,146,961"
10/16/2025,248.25,249.04,245.13,247.45,"39,776,974"
10/15/2025,249.49,251.82,247.47,249.34,"33,893,611"
10/14/2025,246.6,248.85,244.7,247.77,"35,477,986"
10/13/2025,249.38,249.69,245.56,247.66,"38,142,942"
10/10/2025,254.94,256.38,244,245.27,"61,999,098"
10/9/2025,257.81,258,253.14,254.04,"38,322,012"
10/8/2025,256.52,258.52,256.11,258.06,"36,496,895"
10/7/2025,256.81,257.4,255.43,256.48,"31,955,776"
10/6/2025,257.99,259.07,255.05,256.69,"44,664,118"
10/3/2025,254.67,259.24,253.95,258.02,"49,155,614"
10/2/2025,256.58,258.18,254.15,257.13,"42,630,239"
10/1/2025,255.04,258.79,254.93,255.45,"48,713,940"
9/30/2025,254.86,255.92,253.11,254.63,"37,704,259"
9/29/2025,254.56,255,253.01,254.43,"40,127,687"
9/26/2025,254.1,257.6,253.78,255.46,"46,076,258"
9/25/2025,253.21,257.17,251.71,256.87,"55,202,075"
9/24/2025,255.22,255.74,251.04,252.31,"42,303,710"
9/23/2025,255.88,257.34,253.58,254.43,"60,275,187"
9/22/2025,248.3,256.64,248.12,256.08,"105,517,416"
9/19/2025,241.23,246.3,240.21,245.5,"163,741,314"
9/18/2025,239.97,241.2,236.65,237.88,"44,249,576"
9/17/2025,238.97,240.1,237.73,238.99,"46,508,017"
9/16/2025,237.18,241.22,236.32,238.15,"63,421,099"
9/15/2025,237,238.19,235.03,236.7,"42,699,524"
9/12/2025,229.22,234.51,229.02,234.07,"55,824,216"
9/11/2025,226.88,230.45,226.65,230.03,"50,208,578"
9/10/2025,232.19,232.42,225.95,226.79,"83,440,810"
9/9/2025,237,238.78,233.36,234.35,"66,313,918"
9/8/2025,239.3,240.15,236.34,237.88,"48,999,495"
9/5/2025,240,241.32,238.49,239.69,"54,870,397"
9/4/2025,238.45,239.9,236.74,239.78,"47,549,429"
9/3/2025,237.21,238.85,234.36,238.47,"66,427,835"
9/2/2025,229.25,230.85,226.97,229.72,"44,075,638"
8/29/2025,232.51,233.38,231.37,232.14,"39,418,437"
8/28/2025,230.82,233.41,229.34,232.56,"38,074,700"
8/27/2025,228.61,230.9,228.26,230.49,"31,259,513"
8/26/2025,226.87,229.49,224.69,229.31,"54,575,107"
8/25/2025,226.48,229.3,226.23,227.16,"30,983,133"
8/22/2025,226.17,229.09,225.41,227.76,"42,477,811"
8/21/2025,226.27,226.52,223.78,224.9,"30,621,249"
8/20/2025,229.98,230.47,225.77,226.01,"42,263,865"
8/19/2025,231.28,232.87,229.35,230.56,"39,402,564"
8/18/2025,231.7,233.12,230.11,230.89,"37,476,188"
8/15/2025,234,234.28,229.34,231.59,"56,038,657"
8/14/2025,234.06,235.12,230.85,232.78,"51,916,275"
8/13/2025,231.07,235,230.43,233.33,"69,878,546"
8/12/2025,228.01,230.8,227.07,229.65,"55,672,301"
8/11/2025,227.92,229.56,224.76,227.18,"61,806,132"
8/8/2025,220.83,231,219.25,229.35,"113,853,967"
8/7/2025,218.88,220.85,216.58,220.03,"90,224,834"
8/6/2025,205.63,215.38,205.59,213.25,"108,483,103"
8/5/2025,203.4,205.34,202.16,202.92,"44,155,079"
8/4/2025,204.51,207.88,201.68,203.35,"75,109,298"
8/1/2025,210.87,213.58,201.5,202.38,"104,434,473"
7/31/2025,208.49,209.84,207.16,207.57,"80,698,431"
7/30/2025,211.9,212.39,207.72,209.05,"45,512,514"
7/29/2025,214.18,214.81,210.82,211.27,"51,411,723"
7/28/2025,214.03,214.85,213.06,214.05,"37,858,017"
7/25/2025,214.7,215.24,213.4,213.88,"40,268,781"
7/24/2025,213.9,215.69,213.53,213.76,"46,022,620"
7/23/2025,215,215.15,212.41,214.15,"46,989,301"
7/22/2025,213.14,214.95,212.23,214.4,"46,404,072"
7/21/2025,212.1,215.78,211.63,212.48,"51,377,434"
7/18/2025,210.87,211.79,209.7,211.18,"48,974,591"
7/17/2025,210.57,211.8,209.59,210.02,"48,068,141"
7/16/2025,210.3,212.4,208.64,210.16,"47,490,532"
7/15/2025,209.22,211.89,208.92,209.11,"42,296,339"
7/14/2025,209.93,210.91,207.54,208.62,"38,840,111"
7/11/2025,210.57,212.13,209.86,211.16,"39,765,812"
7/10/2025,210.51,213.48,210.03,212.41,"44,443,635"
7/9/2025,209.53,211.33,207.22,211.14,"48,749,367"
7/8/2025,210.1,211.43,208.45,210.01,"42,848,928"
7/7/2025,212.68,216.23,208.8,209.95,"50,228,984"
7/3/2025,212.15,214.65,211.81,213.55,"34,955,836"
7/2/2025,208.91,213.34,208.14,212.44,"67,941,811"
7/1/2025,206.67,210.19,206.14,207.82,"78,788,867"
6/30/2025,202.01,207.39,199.26,205.17,"91,912,816"
6/27/2025,201.89,203.22,200,201.08,"73,188,571"
6/26/2025,201.43,202.64,199.46,201,"50,799,121"
6/25/2025,201.45,203.67,200.62,201.56,"39,525,730"
6/24/2025,202.59,203.44,200.2,200.3,"54,064,033"
6/23/2025,201.63,202.3,198.96,201.5,"55,814,272"
6/20/2025,198.24,201.7,196.86,201,"96,813,542"
6/18/2025,195.94,197.57,195.07,196.58,"45,394,689"
6/17/2025,197.2,198.39,195.21,195.64,"38,856,152"
6/16/2025,197.3,198.69,196.56,198.42,"43,020,691"
6/13/2025,199.73,200.37,195.7,196.45,"51,447,349"
6/12/2025,199.08,199.68,197.36,199.2,"43,904,635"
6/11/2025,203.5,204.5,198.41,198.78,"60,989,857"
6/10/2025,200.6,204.35,200.57,202.67,"54,672,608"
6/9/2025,204.39,206,200.02,201.45,"72,862,557"
6/6/2025,203,205.7,202.05,203.92,"46,607,693"
6/5/2025,203.5,204.75,200.15,200.63,"55,221,235"
6/4/2025,202.91,206.24,202.1,202.82,"43,603,985"
6/3/2025,201.35,203.77,200.96,203.27,"46,381,567"
6/2/2025,200.28,202.13,200.12,201.7,"35,423,294"
5/30/2025,199.37,201.96,196.78,200.85,"70,819,942"
5/29/2025,203.58,203.81,198.51,199.95,"51,477,938"
5/28/2025,200.59,202.73,199.9,200.42,"45,339,678"
5/27/2025,198.3,200.74,197.43,200.21,"56,288,475"
5/23/2025,193.67,197.7,193.46,195.27,"78,432,918"
5/22/2025,200.71,202.75,199.7,201.36,"46,742,407"
5/21/2025,205.17,207.04,200.71,202.09,"59,211,774"
5/20/2025,207.67,208.47,205.03,206.86,"42,496,635"
5/19/2025,207.91,209.48,204.26,208.78,"46,140,527"
5/16/2025,212.36,212.57,209.77,211.26,"54,737,850"
5/15/2025,210.95,212.96,209.54,211.45,"45,029,473"
5/14/2025,212.43,213.94,210.58,212.33,"49,325,825"
5/13/2025,210.43,213.4,209,212.93,"51,909,332"
5/12/2025,210.97,211.27,206.75,210.79,"63,775,814"
5/9/2025,199,200.54,197.54,198.53,"36,453,923"
5/8/2025,197.72,200.05,194.68,197.49,"50,478,872"
5/7/2025,199.17,199.44,193.25,196.25,"68,616,943"
5/6/2025,198.21,200.65,197.02,198.51,"51,216,482"
5/5/2025,203.1,204.1,198.21,198.89,"69,018,452"
5/2/2025,206.09,206.99,202.16,205.35,"101,010,621"
5/1/2025,209.08,214.56,208.9,213.32,"57,365,675"
4/30/2025,209.3,213.58,206.67,212.5,"52,286,454"
4/29/2025,208.69,212.24,208.37,211.21,"36,827,633"
4/28/2025,210,211.5,207.46,210.14,"38,743,074"
4/25/2025,206.37,209.75,206.2,209.28,"38,222,258"
4/24/2025,204.89,208.83,202.94,208.37,"47,310,989"
4/23/2025,206,208,202.8,204.6,"52,929,165"
4/22/2025,196.12,201.59,195.97,199.74,"52,976,371"
4/21/2025,193.27,193.8,189.81,193.16,"46,742,537"
4/17/2025,197.2,198.83,194.42,196.98,"52,164,675"
4/16/2025,198.36,200.7,192.37,194.27,"59,732,423"
4/15/2025,201.86,203.51,199.8,202.14,"51,343,872"
4/14/2025,211.44,212.94,201.16,202.52,"101,352,911"
4/11/2025,186.1,199.54,186.06,198.15,"87,435,915"
4/10/2025,189.07,194.78,183,190.42,"121,879,981"
4/9/2025,171.95,200.61,171.89,198.85,"184,395,885"
4/8/2025,186.7,190.34,169.21,172.42,"120,859,491"
4/7/2025,177.2,194.15,174.62,181.46,"160,466,286"
4/4/2025,193.89,199.88,187.34,188.38,"125,910,913"
4/3/2025,205.54,207.49,201.25,203.19,"103,419,006"
4/2/2025,221.32,225.19,221.02,223.89,"35,905,904"
4/1/2025,219.81,223.68,218.9,223.19,"36,412,740"
3/31/2025,217.01,225.62,216.23,222.13,"65,299,321"
3/28/2025,221.67,223.81,217.68,217.9,"39,818,617"
3/27/2025,221.39,224.99,220.56,223.85,"37,094,774"
3/26/2025,223.51,225.02,220.47,221.53,"34,532,656"
3/25/2025,220.77,224.1,220.08,223.75,"34,493,583"
3/24/2025,221,221.48,218.58,220.73,"44,299,483"
3/21/2025,211.56,218.84,211.28,218.27,"94,127,768"
3/20/2025,213.99,217.49,212.22,214.1,"48,862,947"
3/19/2025,214.22,218.76,213.75,215.24,"54,385,391"
3/18/2025,214.16,215.15,211.49,212.69,"42,432,426"
3/17/2025,213.31,215.22,209.97,214,"48,073,426"
3/14/2025,211.25,213.95,209.58,213.49,"60,107,582"
3/13/2025,215.95,216.84,208.42,209.68,"61,368,330"
3/12/2025,220.14,221.75,214.91,216.98,"62,547,467"
3/11/2025,223.81,225.84,217.45,220.84,"76,137,410"
3/10/2025,235.54,236.16,224.22,227.48,"72,071,197"
3/7/2025,235.11,241.37,234.76,239.07,"46,273,565"
3/6/2025,234.44,237.86,233.16,235.33,"45,170,419"
3/5/2025,235.42,236.55,229.23,235.74,"47,227,643"
3/4/2025,237.71,240.07,234.68,235.93,"53,798,062"
3/3/2025,241.79,244.03,236.11,238.03,"47,183,985"
2/28/2025,236.95,242.09,230.2,241.84,"56,833,360"
2/27/2025,239.41,242.46,237.06,237.3,"41,153,639"
2/26/2025,244.33,244.98,239.13,240.36,"44,433,564"
2/25/2025,248,250,244.91,247.04,"48,013,272"
2/24/2025,244.93,248.86,244.42,247.1,"51,326,396"
2/21/2025,245.95,248.69,245.22,245.55,"53,197,431"
2/20/2025,244.94,246.78,244.29,245.83,"32,316,907"
2/19/2025,244.66,246.01,243.16,244.87,"32,204,215"
2/18/2025,244.15,245.18,241.84,244.47,"48,822,491"
2/14/2025,241.25,245.55,240.99,244.6,"40,896,227"
2/13/2025,236.91,242.34,235.57,241.53,"53,614,054"
2/12/2025,231.2,236.96,230.68,236.87,"45,243,292"
2/11/2025,228.2,235.23,228.13,232.62,"53,718,362"
2/10/2025,229.57,230.59,227.2,227.65,"33,115,645"
2/7/2025,232.6,234,227.26,227.63,"39,707,224"
2/6/2025,231.29,233.8,230.43,233.22,"29,925,349"
2/5/2025,228.53,232.67,228.27,232.47,"39,664,989"
2/4/2025,227.25,233.13,226.65,232.8,"45,067,301"
2/3/2025,229.99,231.83,225.7,228.01,"73,063,301"
1/31/2025,247.19,247.19,233.44,236,"101,075,128"
1/30/2025,238.67,240.79,237.21,237.59,"55,658,279"
1/29/2025,234.12,239.86,234.01,239.36,"45,486,100"
1/28/2025,230.85,240.19,230.81,238.26,"75,707,569"
1/27/2025,224.02,232.15,223.98,229.86,"94,863,418"
1/24/2025,224.78,225.63,221.41,222.78,"54,697,907"
1/23/2025,224.74,227.03,222.3,223.66,"60,234,760"
1/22/2025,219.79,224.12,219.79,223.83,"64,126,500"
1/21/2025,224,224.42,219.38,222.64,"98,070,429"
1/17/2025,232.12,232.29,228.48,229.98,"68,488,301"
1/16/2025,237.35,238.01,228.03,228.26,"71,759,052"
1/15/2025,234.64,238.96,234.43,237.87,"39,831,969"
1/14/2025,234.75,236.12,232.47,233.28,"39,435,294"
1/13/2025,233.53,234.67,229.72,234.4,"49,630,725"
1/10/2025,240.01,240.16,233,236.85,"61,710,856"
1/8/2025,241.92,243.71,240.05,242.7,"37,628,940"
1/7/2025,242.98,245.55,241.35,242.21,"40,855,960"
1/6/2025,244.31,247.33,243.2,245,"45,045,571"
1/3/2025,243.36,244.18,241.89,243.36,"40,244,114"
1/2/2025,248.93,249.1,241.82,243.85,"55,740,731"
12/31/2024,252.44,253.28,249.43,250.42,"39,480,718"
12/30/2024,252.23,253.5,250.75,252.2,"35,557,542"
12/27/2024,257.83,258.7,253.06,255.59,"42,355,321"
12/26/2024,258.19,260.1,257.63,259.02,"27,262,983"
12/24/2024,255.49,258.21,255.29,258.2,"23,234,705"
12/23/2024,254.77,255.65,253.45,255.27,"40,858,774"
12/20/2024,248.04,255,245.69,254.49,"147,495,267"
12/19/2024,247.5,252,247.09,249.79,"60,882,264"
12/18/2024,252.16,254.28,247.74,248.05,"56,774,101"
12/17/2024,250.08,253.83,249.78,253.48,"51,356,360"
12/16/2024,247.99,251.38,247.65,251.04,"51,694,753"
12/13/2024,247.82,249.29,246.24,248.13,"33,155,290"
12/12/2024,246.89,248.74,245.68,247.96,"32,777,532"
12/11/2024,247.96,250.8,246.26,246.49,"45,205,814"
12/10/2024,246.89,248.21,245.34,247.77,"36,914,806"
12/9/2024,241.83,247.24,241.75,246.75,"44,649,232"
12/6/2024,242.91,244.63,242.08,242.84,"36,870,619"
12/5/2024,243.99,244.54,242.13,243.04,"40,033,878"
12/4/2024,242.87,244.11,241.25,243.01,"44,383,935"
12/3/2024,239.81,242.76,238.9,242.65,"38,861,017"
12/2/2024,237.27,240.79,237.16,239.59,"48,137,103"
11/29/2024,234.81,237.81,233.97,237.33,"28,481,377"
11/27/2024,234.47,235.69,233.81,234.93,"33,498,439"
11/26/2024,233.33,235.57,233.33,235.06,"45,986,189"
11/25/2024,231.46,233.25,229.74,232.87,"90,152,832"
11/22/2024,228.06,230.72,228.06,229.87,"38,168,252"
11/21/2024,228.88,230.16,225.71,228.52,"42,108,327"
11/20/2024,228.06,229.93,225.89,229,"35,169,566"
11/19/2024,226.98,230.16,226.66,228.28,"36,211,774"
11/18/2024,225.25,229.74,225.17,228.02,"44,686,020"
11/15/2024,226.4,226.92,224.27,225,"47,923,696"
11/14/2024,225.02,228.87,225,228.22,"44,923,941"
11/13/2024,224.01,226.65,222.76,225.12,"48,566,217"
11/12/2024,224.55,225.59,223.36,224.23,"40,398,299"
11/11/2024,225,225.7,221.5,224.23,"42,005,602"
11/8/2024,227.17,228.66,226.41,226.96,"38,328,824"
11/7/2024,224.63,227.88,224.57,227.48,"42,137,691"
11/6/2024,222.61,226.07,221.19,222.72,"54,561,121"
11/5/2024,221.8,223.95,221.14,223.45,"28,111,338"
11/4/2024,220.99,222.79,219.71,222.01,"44,944,468"
11/1/2024,220.97,225.35,220.27,222.91,"65,276,741"
10/31/2024,229.34,229.83,225.37,225.91,"64,370,086"
10/30/2024,232.61,233.47,229.55,230.1,"47,070,907"
10/29/2024,233.1,234.33,232.32,233.67,"35,417,247"
10/28/2024,233.32,234.73,232.55,233.4,"36,087,134"
10/25/2024,229.74,233.22,229.57,231.41,"38,802,304"
10/24/2024,229.98,230.82,228.41,230.57,"31,109,503"
10/23/2024,234.08,235.14,227.76,230.76,"52,286,979"
10/22/2024,233.89,236.22,232.6,235.86,"38,846,578"
10/21/2024,234.45,236.85,234.45,236.48,"36,254,470"
10/18/2024,236.18,236.18,234.01,235,"46,431,472"
10/17/2024,233.43,233.85,230.52,232.15,"32,993,810"
10/16/2024,231.6,232.12,229.84,231.78,"34,082,240"
10/15/2024,233.61,237.49,232.37,233.85,"64,751,367"
10/14/2024,228.7,231.73,228.6,231.3,"39,882,085"
10/11/2024,229.3,229.41,227.34,227.55,"31,759,188"
10/10/2024,227.78,229.5,227.17,229.04,"28,183,544"
10/9/2024,225.23,229.75,224.83,229.54,"33,591,091"
10/8/2024,224.3,225.98,223.25,225.77,"31,855,693"
10/7/2024,224.5,225.69,221.33,221.69,"39,505,354"
10/4/2024,227.9,228,224.13,226.8,"37,345,098"
10/3/2024,225.14,226.81,223.32,225.67,"34,044,158"
10/2/2024,225.89,227.37,223.02,226.78,"32,880,605"
10/1/2024,229.52,229.65,223.74,226.21,"63,285,048"
9/30/2024,230.04,233,229.65,233,"54,793,391"
9/27/2024,228.46,229.52,227.3,227.79,"34,025,967"
9/26/2024,227.3,228.5,225.41,227.52,"36,636,707"
9/25/2024,224.93,227.29,224.02,226.37,"42,308,715"
9/24/2024,228.65,229.35,225.73,227.37,"43,556,068"
9/23/2024,227.34,229.45,225.81,226.47,"54,146,023"
9/20/2024,229.97,233.09,227.62,228.2,"318,679,888"
9/19/2024,224.99,229.82,224.63,228.87,"66,781,315"
9/18/2024,217.55,222.71,217.54,220.69,"59,894,928"
9/17/2024,215.75,216.9,214.5,216.79,"45,519,339"
9/16/2024,216.54,217.22,213.92,216.32,"59,357,427"
9/13/2024,223.58,224.04,221.91,222.5,"36,766,619"
9/12/2024,222.5,223.55,219.82,222.77,"37,498,225"
9/11/2024,221.46,223.09,217.89,222.66,"44,587,072"
9/10/2024,218.92,221.48,216.73,220.11,"51,591,033"
9/9/2024,220.82,221.27,216.71,220.91,"67,179,965"
9/6/2024,223.95,225.24,219.77,220.82,"48,423,011"
9/5/2024,221.63,225.48,221.52,222.38,"36,615,398"
9/4/2024,221.66,221.78,217.48,220.85,"43,840,196"
9/3/2024,228.55,229,221.17,222.77,"50,190,574"
8/30/2024,230.19,230.4,227.48,229,"52,990,770"
8/29/2024,230.1,232.92,228.88,229.79,"51,906,297"
8/28/2024,227.92,229.86,225.68,226.49,"38,052,167"
8/27/2024,226,228.85,224.89,228.03,"35,934,559"
8/26/2024,226.76,227.28,223.89,227.18,"30,602,208"
8/23/2024,225.66,228.22,224.33,226.84,"38,677,250"
8/22/2024,227.79,228.34,223.9,224.53,"43,695,321"
8/21/2024,226.52,227.98,225.05,226.4,"34,765,480"
8/20/2024,225.77,227.17,225.45,226.51,"30,299,033"
8/19/2024,225.72,225.99,223.04,225.89,"40,687,813"
8/16/2024,223.92,226.83,223.65,226.05,"44,340,240"
8/15/2024,224.6,225.35,222.76,224.72,"46,414,013"
8/14/2024,220.57,223.03,219.7,221.72,"41,960,574"
8/13/2024,219.01,221.89,219.01,221.27,"44,155,331"
8/12/2024,216.07,219.51,215.6,217.53,"38,028,092"
8/9/2024,212.1,216.78,211.97,216.24,"42,201,646"
8/8/2024,213.11,214.2,208.83,213.31,"47,161,149"
8/7/2024,206.9,213.64,206.39,209.82,"63,516,417"
8/6/2024,205.3,209.99,201.07,207.23,"69,660,488"
8/5/2024,199.09,213.5,196,209.27,"119,548,589"
8/2/2024,219.15,225.6,217.71,219.86,"105,568,560"
8/1/2024,224.37,224.48,217.02,218.36,"62,500,996"
7/31/2024,221.44,223.82,220.63,222.08,"50,036,262"
7/30/2024,219.19,220.33,216.12,218.8,"41,643,840"
7/29/2024,216.96,219.3,215.75,218.24,"36,311,778"
7/26/2024,218.7,219.49,216.01,217.96,"41,601,345"
7/25/2024,218.93,220.85,214.62,217.49,"51,391,199"
7/24/2024,224,224.8,217.13,218.54,"61,777,576"
7/23/2024,224.37,226.94,222.68,225.01,"39,960,260"
7/22/2024,227.01,227.78,223.09,223.96,"48,201,835"
7/19/2024,224.82,226.8,223.28,224.31,"49,151,453"
7/18/2024,230.28,230.44,222.27,224.18,"66,034,585"
7/17/2024,229.45,231.46,226.64,228.88,"57,345,884"
7/16/2024,235,236.27,232.33,234.82,"43,234,278"
7/15/2024,236.48,237.23,233.09,234.4,"62,631,252"
7/12/2024,228.92,232.64,228.68,230.54,"53,046,527"
7/11/2024,231.39,232.39,225.77,227.57,"64,710,617"
7/10/2024,229.3,233.08,229.25,232.98,"62,627,687"
7/9/2024,227.93,229.4,226.37,228.68,"48,169,822"
7/8/2024,227.09,227.85,223.25,227.82,"59,085,861"
7/5/2024,221.65,226.45,221.65,226.34,"60,412,408"
7/3/2024,220,221.55,219.03,221.55,"37,369,801"
7/2/2024,216.15,220.38,215.1,220.27,"58,046,178"
7/1/2024,212.09,217.51,211.92,216.75,"60,402,929"
6/28/2024,215.77,216.07,210.3,210.62,"82,542,718"
6/27/2024,214.69,215.74,212.35,214.1,"49,772,707"
6/26/2024,211.5,214.86,210.64,213.25,"66,213,186"
6/25/2024,209.15,211.38,208.61,209.07,"56,713,868"
6/24/2024,207.72,212.7,206.59,208.14,"80,727,006"
6/21/2024,210.39,211.89,207.11,207.49,"246,421,353"
6/20/2024,213.93,214.24,208.85,209.68,"86,172,451"
6/18/2024,217.59,218.63,213,214.29,"79,943,254"
6/17/2024,213.37,218.95,212.72,216.67,"93,728,300"
6/14/2024,213.85,215.17,211.3,212.49,"70,122,748"
6/13/2024,214.74,216.75,211.6,214.24,"97,862,729"
6/12/2024,207.37,220.2,206.9,213.07,"198,134,293"
6/11/2024,193.65,207.16,193.63,207.15,"172,373,296"
6/10/2024,196.9,197.3,192.15,193.12,"97,262,077"
6/7/2024,194.65,196.94,194.14,196.89,"53,103,912"
6/6/2024,195.69,196.5,194.17,194.48,"41,181,753"
6/5/2024,195.4,196.9,194.87,195.87,"54,156,785"
6/4/2024,194.64,195.32,193.03,194.35,"47,471,445"
6/3/2024,192.9,194.99,192.52,194.03,"50,080,539"
5/31/2024,191.44,192.57,189.91,192.25,"75,158,277"
5/30/2024,190.76,192.18,190.63,191.29,"49,947,941"
5/29/2024,189.61,192.25,189.51,190.29,"53,068,016"
5/28/2024,191.51,193,189.1,189.99,"52,280,051"
5/24/2024,188.82,190.58,188.04,189.98,"36,326,975"
5/23/2024,190.98,191,186.63,186.88,"51,005,924"
5/22/2024,192.27,192.82,190.27,190.9,"34,648,547"
5/21/2024,191.09,192.73,190.92,192.35,"42,309,401"
5/20/2024,189.33,191.92,189.01,191.04,"44,361,275"
5/17/2024,189.51,190.81,189.18,189.87,"41,282,925"
5/16/2024,190.47,191.1,189.66,189.84,"52,845,230"
5/15/2024,187.91,190.65,187.37,189.72,"70,399,988"
5/14/2024,187.51,188.3,186.29,187.43,"52,393,619"
5/13/2024,185.44,187.1,184.62,186.28,"72,044,809"
5/10/2024,184.9,185.09,182.13,183.05,"50,759,496"
5/9/2024,182.56,184.66,182.11,184.57,"48,982,972"
5/8/2024,182.85,183.07,181.45,182.74,"45,057,087"
5/7/2024,183.45,184.9,181.32,182.4,"77,305,771"
5/6/2024,182.35,184.2,180.42,181.71,"78,569,667"
5/3/2024,186.65,187,182.66,183.38,"163,224,109"
5/2/2024,172.51,173.42,170.89,173.03,"94,214,915"
5/1/2024,169.58,172.71,169.11,169.3,"50,383,147"
4/30/2024,173.33,174.99,170,170.33,"65,934,776"
4/29/2024,173.37,176.03,173.1,173.5,"68,169,419"
4/26/2024,169.88,171.34,169.18,169.3,"44,838,354"
4/25/2024,169.53,170.61,168.15,169.89,"50,558,329"
4/24/2024,166.54,169.3,166.21,169.02,"48,251,835"
4/23/2024,165.35,167.05,164.92,166.9,"49,537,761"
4/22/2024,165.52,167.26,164.77,165.84,"48,116,443"
4/19/2024,166.21,166.4,164.08,165,"68,149,377"
4/18/2024,168.03,168.64,166.55,167.04,"43,122,903"
4/17/2024,169.61,170.65,168,168,"50,901,210"
4/16/2024,171.75,173.76,168.27,169.38,"73,711,235"
4/15/2024,175.36,176.63,172.5,172.69,"73,531,773"
4/12/2024,174.26,178.36,174.21,176.55,"101,670,886"
4/11/2024,168.34,175.46,168.16,175.04,"91,070,275"
4/10/2024,168.8,169.09,167.11,167.78,"49,709,336"
4/9/2024,168.7,170.08,168.35,169.67,"42,451,209"
4/8/2024,169.03,169.2,168.24,168.45,"37,425,513"
4/5/2024,169.59,170.39,168.95,169.58,"42,104,826"
4/4/2024,170.29,171.92,168.82,168.82,"53,704,386"
4/3/2024,168.79,170.68,168.58,169.65,"47,691,715"
4/2/2024,169.08,169.34,168.23,168.84,"49,329,481"
4/1/2024,171.19,171.25,169.48,170.03,"46,240,500"
3/28/2024,171.75,172.23,170.51,171.48,"65,672,690"
3/27/2024,170.41,173.6,170.11,173.31,"60,273,265"
3/26/2024,170,171.42,169.58,169.71,"57,388,449"
3/25/2024,170.57,171.94,169.45,170.85,"54,288,328"
3/22/2024,171.76,173.05,170.06,172.28,"71,160,138"
3/21/2024,177.05,177.49,170.84,171.37,"106,181,270"
3/20/2024,175.72,178.67,175.09,178.67,"53,423,102"
3/19/2024,174.34,176.61,173.03,176.08,"55,215,244"
3/18/2024,175.57,177.71,173.52,173.72,"75,604,184"
3/15/2024,171.17,172.62,170.29,172.62,"121,752,699"
3/14/2024,172.91,174.31,172.05,173,"72,913,507"
3/13/2024,172.77,173.19,170.76,171.13,"52,488,692"
3/12/2024,173.15,174.03,171.01,173.23,"59,825,372"
3/11/2024,172.94,174.38,172.05,172.75,"60,139,473"
3/8/2024,169,173.7,168.94,170.73,"76,267,041"
3/7/2024,169.15,170.73,168.49,169,"71,765,061"
3/6/2024,171.06,171.24,168.68,169.12,"68,587,707"
3/5/2024,170.76,172.04,169.62,170.12,"95,132,355"
